"id","tinh_tp","quan_huyen","phuong_xa","tinh_tp_lower","quan_huyen_lower","phuong_xa_lower"
1242,Long An,CẦN GIUỘC,,long an,can giuoc,
1243,Long An,CẦN ĐƯỚC,,long an,can duoc,
1244,Long An,KIẾN TƯỜNG,,long an,kien tuong,
1245,Long An,MỘC HÓA,,long an,moc hoa,
1246,Long An,THẠNH HÓA,,long an,thanh hoa,
1247,Long An,THỦ THỪA,,long an,thu thua,
1248,Long An,TÂN AN,,long an,tan an,
1249,Long An,TÂN HƯNG,,long an,tan hung,
1250,Long An,TÂN THẠNH,,long an,tan thanh,
1251,Long An,TÂN TRỤ,,long an,tan tru,
1252,Long An,VĨNH HƯNG,,long an,vinh hung,
1253,Long An,ĐỨC HUỆ,,long an,duc hue,
1254,Long An,ĐỨC HÒA,,long an,duc hoa,
1283,An Giang,TRI TÔN,,an giang,tri ton,
1255,Tiền Giang,HUYỆN CAI LẬY,,tien giang,huyen cai lay,
1256,Tiền Giang,CHÂU THÀNH,,tien giang,chau thanh,
1257,Tiền Giang,CHỢ GẠO,,tien giang,cho gao,
1258,Tiền Giang,CÁI BÈ,,tien giang,cai be,
1259,Tiền Giang,GÒ CÔNG,,tien giang,go cong,
1260,Tiền Giang,GÒ CÔNG TÂY,,tien giang,go cong tay,
1261,Tiền Giang,GÒ CÔNG ĐÔNG,,tien giang,go cong dong,
1262,Tiền Giang,MỸ THO,,tien giang,my tho,
1263,Tiền Giang,TÂN PHÚ ĐÔNG,,tien giang,tan phu dong,
1264,Tiền Giang,TÂN PHƯỚC,,tien giang,tan phuoc,
1265,Đồng Tháp,CAO LÃNH,,dong thap,cao lanh,
1266,Đồng Tháp,CHÂU THÀNH,,dong thap,chau thanh,
1267,Đồng Tháp,HỒNG NGỰ,,dong thap,hong ngu,
1268,Đồng Tháp,LAI VUNG,,dong thap,lai vung,
1269,Đồng Tháp,LẤP VÒ,,dong thap,lap vo,
1270,Đồng Tháp,SA ĐÉC,,dong thap,sa dec,
1271,Đồng Tháp,TAM NÔNG,,dong thap,tam nong,
1272,Đồng Tháp,THANH BÌNH,,dong thap,thanh binh,
1273,Đồng Tháp,THÁP MƯỜI,,dong thap,thap muoi,
1274,Đồng Tháp,TÂN HỒNG,,dong thap,tan hong,
1275,An Giang,AN PHÚ,,an giang,an phu,
1276,An Giang,CHÂU PHÚ,,an giang,chau phu,
1277,An Giang,CHÂU THÀNH,,an giang,chau thanh,
1278,An Giang,CHÂU ĐỐC,,an giang,chau doc,
1279,An Giang,CHỢ MỚI,,an giang,cho moi,
1280,An Giang,LONG XUYÊN,,an giang,long xuyen,
1281,An Giang,PHÚ TÂN,,an giang,phu tan,
1282,An Giang,THOẠI SƠN,,an giang,thoai son,
1283,An Giang,TRI TÔN,,an giang,tri ton,
1284,An Giang,TÂN CHÂU,,an giang,tan chau,
1285,An Giang,TỊNH BIÊN,,an giang,tinh bien,
1286,Vĩnh Long,VŨNG LIÊM,,vinh long,vung liem,
1287,Vĩnh Long,BÌNH MINH,,vinh long,binh minh,
1288,Vĩnh Long,BÌNH TÂN,,vinh long,binh tan,
1289,Vĩnh Long,LONG HỒ,,vinh long,long ho,
1290,Vĩnh Long,MANG THÍT,,vinh long,mang thit,
1291,Vĩnh Long,TAM BÌNH,,vinh long,tam binh,
1292,Vĩnh Long,TRÀ ÔN,,vinh long,tra on,
1293,Vĩnh Long,VĨNH LONG,,vinh long,vinh long,
1294,Cần Thơ,BÌNH THUỶ,,can tho,binh thuy,
1295,Cần Thơ,CÁI RĂNG,,can tho,cai rang,
1296,Cần Thơ,CỜ ĐỎ,,can tho,co do,
1297,Cần Thơ,NINH KIỀU,,can tho,ninh kieu,
1298,Cần Thơ,PHONG ĐIỀN,,can tho,phong dien,
1299,Cần Thơ,THỐT NỐT,,can tho,thot not,
1300,Cần Thơ,THỚI LAI,,can tho,thoi lai,
1301,Cần Thơ,VĨNH THẠNH,,can tho,vinh thanh,
1302,Cần Thơ,Ô MÔN,,can tho,o mon,
1303,Hậu Giang,CHÂU THÀNH,,hau giang,chau thanh,
1304,Hậu Giang,CHÂU THÀNH A,,hau giang,chau thanh a,
1305,Hậu Giang,LONG MỸ,,hau giang,long my,
1306,Hậu Giang,NGÃ BẢY,,hau giang,nga bay,
1307,Hậu Giang,PHỤNG HIỆP,,hau giang,phung hiep,
1308,Hậu Giang,VỊ THANH,,hau giang,vi thanh,
1309,Hậu Giang,VỊ THUỶ,,hau giang,vi thuy,
1310,Kiên Giang,AN BIÊN,,kien giang,an bien,
1311,Kiên Giang,AN MINH,,kien giang,an minh,
1312,Sóc Trăng,KẾ SÁCH,,soc trang,ke sach,
1313,Sóc Trăng,LONG PHÚ,,soc trang,long phu,
1314,Sóc Trăng,MỸ TÚ,,soc trang,my tu,
1315,Sóc Trăng,MỸ XUYÊN,,soc trang,my xuyen,
1316,Sóc Trăng,NGÃ NĂM,,soc trang,nga nam,
1317,Sóc Trăng,SÓC TRĂNG,,soc trang,soc trang,
1318,Sóc Trăng,THẠNH TRỊ,,soc trang,thanh tri,
1319,Sóc Trăng,VĨNH CHÂU,,soc trang,vinh chau,
1320,Sóc Trăng,TRẦN ĐỀ,,soc trang,tran de,
1321,Bắc Kạn,BA BỂ,,bac kan,ba be,
1322,Bắc Kạn,BẠCH THÔNG,,bac kan,bach thong,
1323,Bắc Kạn,BẮC KẠN,,bac kan,bac kan,
1324,Bắc Kạn,CHỢ MỚI,,bac kan,cho moi,
1325,Bắc Kạn,CHỢ ĐỒN,,bac kan,cho don,
1326,Bắc Kạn,NA RÌ,,bac kan,na ri,
1327,Bắc Kạn,NGÂN SƠN,,bac kan,ngan son,
1328,Bắc Kạn,PÁC NẶM,,bac kan,pac nam,
1329,Cà Mau,CÀ MAU,,ca mau,ca mau,
1330,Cà Mau,CÁI NƯỚC,,ca mau,cai nuoc,
1331,Cà Mau,NGỌC HIỂN,,ca mau,ngoc hien,
1332,Cà Mau,NĂM CĂN,,ca mau,nam can,
1333,Cà Mau,PHÚ TÂN,,ca mau,phu tan,
1334,Cà Mau,THỚI BÌNH,,ca mau,thoi binh,
1335,Cà Mau,TRẦN VĂN THỜI,,ca mau,tran van thoi,
1336,Cà Mau,U MINH,,ca mau,u minh,
1337,Cà Mau,ĐẦM DƠI,,ca mau,dam doi,
1338,Cục Trưởng Cục Cảnh Sát,,,cuc truong cuc canh sat,,
1339,Bắc Ninh,BẮC NINH,,bac ninh,bac ninh,
1340,Bắc Ninh,GIA BÌNH,,bac ninh,gia binh,
1341,Bắc Ninh,LƯƠNG TÀI,,bac ninh,luong tai,
1342,Bắc Ninh,QUẾ VÕ,,bac ninh,que vo,
1343,Bắc Ninh,THUẬN THÀNH,,bac ninh,thuan thanh,
1344,Bắc Ninh,TIÊN DU,,bac ninh,tien du,
1345,Bắc Ninh,TỪ SƠN,,bac ninh,tu son,
1346,Bắc Ninh,YÊN PHONG,,bac ninh,yen phong,
1347,Kon Tum,IA H'DRAI,,kon tum,ia h'drai,
1348,Đắk Lắk,EA H'LEO,,dak lak,ea h'leo,
1349,Đắk Lắk,M'ĐRẮK,,dak lak,m'drak,
1350,Đắk Nông,ĐẮK R'LẤP,,dak nong,dak r'lap,
1351,Hà Nội,BA VÌ,,ha noi,ba vi,
1352,Hà Nội,BA ĐÌNH,,ha noi,ba dinh,
855,Yên Bái,YÊN BÁI,,yen bai,yen bai,
1353,Hà Nội,BẮC TỪ LIÊM,,ha noi,bac tu liem,
1354,Hà Nội,CHƯƠNG MỸ,,ha noi,chuong my,
1355,Hà Nội,CẦU GIẤY,,ha noi,cau giay,
1356,Hà Nội,GIA LÂM,,ha noi,gia lam,
1357,Hà Nội,HAI BÀ TRƯNG,,ha noi,hai ba trung,
1358,Hà Nội,HOÀI ĐỨC,,ha noi,hoai duc,
1359,Hà Nội,HOÀN KIẾM,,ha noi,hoan kiem,
1360,Hà Nội,HOÀNG MAI,,ha noi,hoang mai,
1361,Hà Nội,HÀ ĐÔNG,,ha noi,ha dong,
1362,Hà Nội,LONG BIÊN,,ha noi,long bien,
1363,Hà Nội,MÊ LINH,,ha noi,me linh,
1364,Hà Nội,MỸ ĐỨC,,ha noi,my duc,
1365,Hà Nội,NAM TỪ LIÊM,,ha noi,nam tu liem,
1366,Hà Nội,PHÚ XUYÊN,,ha noi,phu xuyen,
1367,Gia Lai,IA PA,,gia lai,ia pa,
1368,Kiên Giang,CHÂU THÀNH,,kien giang,chau thanh,
1369,Kiên Giang,GIANG THÀNH,,kien giang,giang thanh,
1370,Kiên Giang,GIỒNG RIỀNG,,kien giang,giong rieng,
1371,Kiên Giang,GÒ QUAO,,kien giang,go quao,
1372,Kiên Giang,HÀ TIÊN,,kien giang,ha tien,
1373,Kiên Giang,HÒN ĐẤT,,kien giang,hon dat,
1374,Kiên Giang,KIÊN HẢI,,kien giang,kien hai,
1375,Kiên Giang,KIÊN LƯƠNG,,kien giang,kien luong,
1376,Kiên Giang,PHÚ QUỐC,,kien giang,phu quoc,
1377,Kiên Giang,RẠCH GIÁ,,kien giang,rach gia,
1378,Kiên Giang,TÂN HIỆP,,kien giang,tan hiep,
1379,Kiên Giang,U MINH THƯỢNG,,kien giang,u minh thuong,
1380,Kiên Giang,VĨNH THUẬN,,kien giang,vinh thuan,
1381,Bến Tre,BA TRI,,ben tre,ba tri,
1382,Bến Tre,BÌNH ĐẠI,,ben tre,binh dai,
1383,Bến Tre,BẾN TRE,,ben tre,ben tre,
1384,Bến Tre,CHÂU THÀNH,,ben tre,chau thanh,
1385,Bến Tre,CHỢ LÁCH,,ben tre,cho lach,
1386,Bến Tre,GIỒNG TRÔM,,ben tre,giong trom,
1387,Bến Tre,MỎ CÀY BẮC,,ben tre,mo cay bac,
1388,Bến Tre,MỎ CÀY NAM,,ben tre,mo cay nam,
1389,Bến Tre,THẠNH PHÚ,,ben tre,thanh phu,
1390,Trà Vinh,CHÂU THÀNH,,tra vinh,chau thanh,
1391,Trà Vinh,CÀNG LONG,,tra vinh,cang long,
1392,Trà Vinh,CẦU KÈ,,tra vinh,cau ke,
1393,Trà Vinh,CẦU NGANG,,tra vinh,cau ngang,
1394,Trà Vinh,DUYÊN HẢI,,tra vinh,duyen hai,
1395,Trà Vinh,TIỂU CẦN,,tra vinh,tieu can,
1396,Trà Vinh,TRÀ CÚ,,tra vinh,tra cu,
1397,Trà Vinh,TRÀ VINH,,tra vinh,tra vinh,
1398,Sóc Trăng,CHÂU THÀNH,,soc trang,chau thanh,
1399,Sóc Trăng,CÙ LAO DUNG,,soc trang,cu lao dung,
1400,Phú Thọ,CẨM KHÊ,,phu tho,cam khe,
1401,Phú Thọ,HẠ HOÀ,,phu tho,ha hoa,
1402,Phú Thọ,LÂM THAO,,phu tho,lam thao,
1403,Phú Thọ,PHÙ NINH,,phu tho,phu ninh,
1404,Phú Thọ,PHÚ THỌ,,phu tho,phu tho,
1405,Phú Thọ,TAM NÔNG,,phu tho,tam nong,
1406,Phú Thọ,THANH BA,,phu tho,thanh ba,
1407,Phú Thọ,THANH SƠN,,phu tho,thanh son,
1408,Phú Thọ,THANH THUỶ,,phu tho,thanh thuy,
1409,Phú Thọ,TÂN SƠN,,phu tho,tan son,
1410,Phú Thọ,VIỆT TRÌ,,phu tho,viet tri,
1411,Phú Thọ,YÊN LẬP,,phu tho,yen lap,
1412,Phú Thọ,ĐOAN HÙNG,,phu tho,doan hung,
707,Hà Nội,PHÚC THỌ,,ha noi,phuc tho,
708,Hà Nội,QUỐC OAI,,ha noi,quoc oai,
709,Hà Nội,SÓC SƠN,,ha noi,soc son,
710,Hà Nội,SƠN TÂY,,ha noi,son tay,
711,Hà Nội,THANH OAI,,ha noi,thanh oai,
712,Hà Nội,THANH TRÌ,,ha noi,thanh tri,
713,Hà Nội,THANH XUÂN,,ha noi,thanh xuan,
714,Hà Nội,THƯỜNG TÍN,,ha noi,thuong tin,
715,Hà Nội,THẠCH THẤT,,ha noi,thach that,
716,Hà Nội,TÂY HỒ,,ha noi,tay ho,
717,Hà Nội,ĐAN PHƯỢNG,,ha noi,dan phuong,
718,Hà Nội,ĐÔNG ANH,,ha noi,dong anh,
719,Hà Nội,ĐỐNG ĐA,,ha noi,dong da,
720,Hà Nội,ỨNG HÒA,,ha noi,ung hoa,
721,Hưng Yên,HƯNG YÊN,,hung yen,hung yen,
722,Hưng Yên,KHOÁI CHÂU,,hung yen,khoai chau,
723,Hưng Yên,KIM ĐỘNG,,hung yen,kim dong,
724,Hưng Yên,MỸ HÀO,,hung yen,my hao,
725,Hưng Yên,PHÙ CỪ,,hung yen,phu cu,
726,Hưng Yên,TIÊN LỮ,,hung yen,tien lu,
727,Hưng Yên,VĂN GIANG,,hung yen,van giang,
728,Hưng Yên,VĂN LÂM,,hung yen,van lam,
729,Hưng Yên,YÊN MỸ,,hung yen,yen my,
730,Hưng Yên,ÂN THI,,hung yen,an thi,
731,Hải Dương,BÌNH GIANG,,hai duong,binh giang,
732,Hải Dương,CHÍ LINH,,hai duong,chi linh,
733,Hải Dương,CẨM GIÀNG,,hai duong,cam giang,
734,Hải Dương,GIA LỘC,,hai duong,gia loc,
735,Hải Dương,HẢI DƯƠNG,,hai duong,hai duong,
736,Hải Dương,KIM THÀNH,,hai duong,kim thanh,
737,Hải Dương,KINH MÔN,,hai duong,kinh mon,
738,Hải Dương,NAM SÁCH,,hai duong,nam sach,
739,Hải Dương,NINH GIANG,,hai duong,ninh giang,
740,Hải Dương,THANH HÀ,,hai duong,thanh ha,
741,Hải Dương,THANH MIỆN,,hai duong,thanh mien,
742,Hải Dương,TỨ KỲ,,hai duong,tu ky,
743,Hải Phòng,AN DƯƠNG,,hai phong,an duong,
744,Hải Phòng,AN LÃO,,hai phong,an lao,
745,Hải Phòng,CÁT HẢI,,hai phong,cat hai,
746,Hải Phòng,DƯƠNG KINH,,hai phong,duong kinh,
747,Hải Phòng,HẢI AN,,hai phong,hai an,
748,Hải Phòng,HỒNG BÀNG,,hai phong,hong bang,
749,Hải Phòng,KIẾN AN,,hai phong,kien an,
750,Hải Phòng,KIẾN THUỴ,,hai phong,kien thuy,
751,Hải Phòng,LÊ CHÂN,,hai phong,le chan,
752,Hải Phòng,NGÔ QUYỀN,,hai phong,ngo quyen,
753,Hải Phòng,THUỶ NGUYÊN,,hai phong,thuy nguyen,
754,Hải Phòng,TIÊN LÃNG,,hai phong,tien lang,
755,Hải Phòng,VĨNH BẢO,,hai phong,vinh bao,
756,Hải Phòng,ĐỒ SƠN,,hai phong,do son,
757,Quảng Ninh,BA CHẼ,,quang ninh,ba che,
758,Quảng Ninh,BÌNH LIÊU,,quang ninh,binh lieu,
759,Quảng Ninh,CÔ TÔ,,quang ninh,co to,
760,Quảng Ninh,CẨM PHẢ,,quang ninh,cam pha,
761,Quảng Ninh,HOÀNH BỒ,,quang ninh,hoanh bo,
762,Quảng Ninh,HẠ LONG,,quang ninh,ha long,
763,Quảng Ninh,HẢI HÀ,,quang ninh,hai ha,
764,Quảng Ninh,MÓNG CÁI,,quang ninh,mong cai,
765,Quảng Ninh,QUẢNG YÊN,,quang ninh,quang yen,
766,Quảng Ninh,TIÊN YÊN,,quang ninh,tien yen,
767,Quảng Ninh,UÔNG BÍ,,quang ninh,uong bi,
768,Quảng Ninh,VÂN ĐỒN,,quang ninh,van don,
769,Quảng Ninh,ĐÔNG TRIỀU,,quang ninh,dong trieu,
770,Quảng Ninh,ĐẦM HÀ,,quang ninh,dam ha,
771,Bắc Giang,BẮC GIANG,,bac giang,bac giang,
772,Bắc Giang,HIỆP HÒA,,bac giang,hiep hoa,
773,Bắc Giang,LẠNG GIANG,,bac giang,lang giang,
774,Bắc Giang,LỤC NAM,,bac giang,luc nam,
775,Bắc Giang,LỤC NGẠN,,bac giang,luc ngan,
776,Bắc Giang,SƠN ĐỘNG,,bac giang,son dong,
777,Bắc Giang,TÂN YÊN,,bac giang,tan yen,
778,Bắc Giang,VIỆT YÊN,,bac giang,viet yen,
779,Bắc Giang,YÊN DŨNG,,bac giang,yen dung,
780,Bắc Giang,YÊN THẾ,,bac giang,yen the,
781,Lạng Sơn,BÌNH GIA,,lang son,binh gia,
782,Lạng Sơn,BẮC SƠN,,lang son,bac son,
783,Lạng Sơn,CAO LỘC,,lang son,cao loc,
784,Lạng Sơn,CHI LĂNG,,lang son,chi lang,
785,Lạng Sơn,HỮU LŨNG,,lang son,huu lung,
786,Lạng Sơn,LẠNG SƠN,,lang son,lang son,
787,Lạng Sơn,LỘC BÌNH,,lang son,loc binh,
788,Lạng Sơn,TRÀNG ĐỊNH,,lang son,trang dinh,
789,Lạng Sơn,VĂN LÃNG,,lang son,van lang,
790,Lạng Sơn,VĂN QUAN,,lang son,van quan,
791,Lạng Sơn,ĐÌNH LẬP,,lang son,dinh lap,
792,Thái Nguyên,PHÚ BÌNH,,thai nguyen,phu binh,
793,Thái Nguyên,PHÚ LƯƠNG,,thai nguyen,phu luong,
794,Thái Nguyên,PHỔ YÊN,,thai nguyen,pho yen,
795,Thái Nguyên,SÔNG CÔNG,,thai nguyen,song cong,
796,Thái Nguyên,THÁI NGUYÊN,,thai nguyen,thai nguyen,
797,Thái Nguyên,VÕ NHAI,,thai nguyen,vo nhai,
798,Thái Nguyên,ĐẠI TỪ,,thai nguyen,dai tu,
799,Thái Nguyên,ĐỊNH HÓA,,thai nguyen,dinh hoa,
800,Thái Nguyên,ĐỒNG HỶ,,thai nguyen,dong hy,
801,Bạc Liêu,BẠC LIÊU,,bac lieu,bac lieu,
802,Bạc Liêu,GIÁ RAI,,bac lieu,gia rai,
803,Bạc Liêu,HOÀ BÌNH,,bac lieu,hoa binh,
804,Bạc Liêu,HỒNG DÂN,,bac lieu,hong dan,
805,Bạc Liêu,VĨNH LỢI,,bac lieu,vinh loi,
806,Bạc Liêu,ĐÔNG HẢI,,bac lieu,dong hai,
807,Bạc Liêu,PHƯỚC LONG,,bac lieu,phuoc long,
808,Cao Bằng,BẢO LÂM,,cao bang,bao lam,
809,Cao Bằng,BẢO LẠC,,cao bang,bao lac,
810,Cao Bằng,CAO BẰNG,,cao bang,cao bang,
811,Cao Bằng,HOÀ AN,,cao bang,hoa an,
812,Cao Bằng,HÀ QUẢNG,,cao bang,ha quang,
813,Cao Bằng,HẠ LANG,,cao bang,ha lang,
814,Cao Bằng,NGUYÊN BÌNH,,cao bang,nguyen binh,
815,Cao Bằng,PHỤC HOÀ,,cao bang,phuc hoa,
816,Cao Bằng,QUẢNG UYÊN,,cao bang,quang uyen,
817,Cao Bằng,THÔNG NÔNG,,cao bang,thong nong,
818,Cao Bằng,THẠCH AN,,cao bang,thach an,
819,Cao Bằng,TRÀ LĨNH,,cao bang,tra linh,
820,Cao Bằng,TRÙNG KHÁNH,,cao bang,trung khanh,
821,Vĩnh Phúc,BÌNH XUYÊN,,vinh phuc,binh xuyen,
822,Vĩnh Phúc,LẬP THẠCH,,vinh phuc,lap thach,
823,Vĩnh Phúc,PHÚC YÊN,,vinh phuc,phuc yen,
824,Vĩnh Phúc,SÔNG LÔ,,vinh phuc,song lo,
825,Vĩnh Phúc,TAM DƯƠNG,,vinh phuc,tam duong,
826,Vĩnh Phúc,TAM ĐẢO,,vinh phuc,tam dao,
827,Vĩnh Phúc,VĨNH TƯỜNG,,vinh phuc,vinh tuong,
828,Vĩnh Phúc,VĨNH YÊN,,vinh phuc,vinh yen,
829,Vĩnh Phúc,YÊN LẠC,,vinh phuc,yen lac,
830,Tuyên Quang,CHIÊM HÓA,,tuyen quang,chiem hoa,
831,Tuyên Quang,HÀM YÊN,,tuyen quang,ham yen,
832,Tuyên Quang,LÂM BÌNH,,tuyen quang,lam binh,
833,Tuyên Quang,NA HANG,,tuyen quang,na hang,
834,Tuyên Quang,SƠN DƯƠNG,,tuyen quang,son duong,
835,Tuyên Quang,TUYÊN QUANG,,tuyen quang,tuyen quang,
836,Tuyên Quang,YÊN SƠN,,tuyen quang,yen son,
837,Hà Giang,BẮC MÊ,,ha giang,bac me,
838,Hà Giang,BẮC QUANG,,ha giang,bac quang,
839,Hà Giang,HOÀNG SU PHÌ,,ha giang,hoang su phi,
840,Hà Giang,HÀ GIANG,,ha giang,ha giang,
841,Hà Giang,MÈO VẠC,,ha giang,meo vac,
842,Hà Giang,QUANG BÌNH,,ha giang,quang binh,
843,Hà Giang,QUẢN BẠ,,ha giang,quan ba,
844,Hà Giang,VỊ XUYÊN,,ha giang,vi xuyen,
845,Hà Giang,XÍN MẦN,,ha giang,xin man,
846,Hà Giang,YÊN MINH,,ha giang,yen minh,
847,Hà Giang,ĐỒNG VĂN,,ha giang,dong van,
848,Yên Bái,LỤC YÊN,,yen bai,luc yen,
849,Yên Bái,MÙ CĂNG CHẢI,,yen bai,mu cang chai,
850,Yên Bái,NGHĨA LỘ,,yen bai,nghia lo,
851,Yên Bái,TRẠM TẤU,,yen bai,tram tau,
852,Yên Bái,TRẤN YÊN,,yen bai,tran yen,
853,Yên Bái,VĂN CHẤN,,yen bai,van chan,
854,Yên Bái,VĂN YÊN,,yen bai,van yen,
855,Yên Bái,YÊN BÁI,,yen bai,yen bai,
856,Yên Bái,YÊN BÌNH,,yen bai,yen binh,
858,Lào Cai,BẢO THẮNG,,lao cai,bao thang,
859,Lào Cai,BẢO YÊN,,lao cai,bao yen,
860,Lào Cai,BẮC HÀ,,lao cai,bac ha,
861,Lào Cai,LÀO CAI,,lao cai,lao cai,
862,Lào Cai,MƯỜNG KHƯƠNG,,lao cai,muong khuong,
863,Lào Cai,SA PA,,lao cai,sa pa,
864,Lào Cai,SI MA CAI,,lao cai,si ma cai,
865,Lào Cai,VĂN BÀN,,lao cai,van ban,
866,Hoà Bình,CAO PHONG,,hoa binh,cao phong,
867,Hoà Bình,HOÀ BÌNH,,hoa binh,hoa binh,
868,Hoà Bình,KIM BÔI,,hoa binh,kim boi,
869,Hoà Bình,KỲ SƠN,,hoa binh,ky son,
870,Hoà Bình,LƯƠNG SƠN,,hoa binh,luong son,
871,Hoà Bình,LẠC SƠN,,hoa binh,lac son,
872,Hoà Bình,LẠC THỦY,,hoa binh,lac thuy,
873,Hoà Bình,MAI CHÂU,,hoa binh,mai chau,
874,Hoà Bình,TÂN LẠC,,hoa binh,tan lac,
875,Hoà Bình,YÊN THỦY,,hoa binh,yen thuy,
876,Hoà Bình,ĐÀ BẮC,,hoa binh,da bac,
877,Sơn La,BẮC YÊN,,son la,bac yen,
878,Sơn La,MAI SƠN,,son la,mai son,
879,Sơn La,MƯỜNG LA,,son la,muong la,
880,Sơn La,MỘC CHÂU,,son la,moc chau,
881,Sơn La,PHÙ YÊN,,son la,phu yen,
882,Sơn La,QUỲNH NHAI,,son la,quynh nhai,
883,Sơn La,SÔNG MÃ,,son la,song ma,
884,Sơn La,SƠN LA,,son la,son la,
885,Sơn La,SỐP CỘP,,son la,sop cop,
886,Sơn La,THUẬN CHÂU,,son la,thuan chau,
887,Sơn La,VÂN HỒ,,son la,van ho,
888,Sơn La,YÊN CHÂU,,son la,yen chau,
889,Điện Biên,MƯỜNG CHÀ,,dien bien,muong cha,
890,Điện Biên,MƯỜNG LAY,,dien bien,muong lay,
891,Điện Biên,MƯỜNG NHÉ,,dien bien,muong nhe,
892,Điện Biên,MƯỜNG ẢNG,,dien bien,muong ang,
893,Điện Biên,NẬM PỒ,,dien bien,nam po,
894,Điện Biên,TUẦN GIÁO,,dien bien,tuan giao,
895,Điện Biên,TỦA CHÙA,,dien bien,tua chua,
896,Điện Biên,ĐIỆN BIÊN,,dien bien,dien bien,
897,Điện Biên,ĐIỆN BIÊN PHỦ,,dien bien,dien bien phu,
898,Điện Biên,ĐIỆN BIÊN ĐÔNG,,dien bien,dien bien dong,
899,Lai Châu,LAI CHÂU,,lai chau,lai chau,
900,Lai Châu,MƯỜNG TÈ,,lai chau,muong te,
901,Lai Châu,NẬM NHÙN,,lai chau,nam nhun,
902,Lai Châu,PHONG THỔ,,lai chau,phong tho,
903,Lai Châu,SÌN HỒ,,lai chau,sin ho,
904,Lai Châu,TAM ĐƯỜNG,,lai chau,tam duong,
905,Lai Châu,THAN UYÊN,,lai chau,than uyen,
906,Lai Châu,TÂN UYÊN,,lai chau,tan uyen,
907,Hà Nam,BÌNH LỤC,,ha nam,binh luc,
908,Hà Nam,DUY TIÊN,,ha nam,duy tien,
909,Hà Nam,KIM BẢNG,,ha nam,kim bang,
910,Hà Nam,LÝ NHÂN,,ha nam,ly nhan,
911,Hà Nam,PHỦ LÝ,,ha nam,phu ly,
912,Hà Nam,THANH LIÊM,,ha nam,thanh liem,
913,Thái Bình,HƯNG HÀ,,thai binh,hung ha,
914,Thái Bình,KIẾN XƯƠNG,,thai binh,kien xuong,
915,Thái Bình,QUỲNH PHỤ,,thai binh,quynh phu,
916,Thái Bình,THÁI BÌNH,,thai binh,thai binh,
917,Thái Bình,THÁI THỤY,,thai binh,thai thuy,
918,Thái Bình,TIỀN HẢI,,thai binh,tien hai,
919,Thái Bình,VŨ THƯ,,thai binh,vu thu,
920,Thái Bình,ĐÔNG HƯNG,,thai binh,dong hung,
921,Nam Định,GIAO THỦY,,nam dinh,giao thuy,
922,Nam Định,HẢI HẬU,,nam dinh,hai hau,
923,Nam Định,MỸ LỘC,,nam dinh,my loc,
924,Nam Định,NAM TRỰC,,nam dinh,nam truc,
925,Nam Định,NAM ĐỊNH,,nam dinh,nam dinh,
926,Nam Định,NGHĨA HƯNG,,nam dinh,nghia hung,
927,Nam Định,TRỰC NINH,,nam dinh,truc ninh,
928,Nam Định,VỤ BẢN,,nam dinh,vu ban,
929,Nam Định,XUÂN TRƯỜNG,,nam dinh,xuan truong,
930,Nam Định,Ý YÊN,,nam dinh,y yen,
931,Ninh Bình,GIA VIỄN,,ninh binh,gia vien,
932,Ninh Bình,HOA LƯ,,ninh binh,hoa lu,
933,Ninh Bình,KIM SƠN,,ninh binh,kim son,
934,Ninh Bình,NHO QUAN,,ninh binh,nho quan,
935,Ninh Bình,NINH BÌNH,,ninh binh,ninh binh,
936,Ninh Bình,TAM ĐIỆP,,ninh binh,tam diep,
937,Ninh Bình,YÊN KHÁNH,,ninh binh,yen khanh,
938,Ninh Bình,YÊN MÔ,,ninh binh,yen mo,
939,Thanh Hóa,BÁ THƯỚC,,thanh hoa,ba thuoc,
940,Thanh Hóa,BỈM SƠN,,thanh hoa,bim son,
941,Thanh Hóa,CẨM THỦY,,thanh hoa,cam thuy,
942,Thanh Hóa,HOẰNG HÓA,,thanh hoa,hoang hoa,
943,Thanh Hóa,HÀ TRUNG,,thanh hoa,ha trung,
944,Thanh Hóa,HẬU LỘC,,thanh hoa,hau loc,
945,Thanh Hóa,LANG CHÁNH,,thanh hoa,lang chanh,
946,Thanh Hóa,MƯỜNG LÁT,,thanh hoa,muong lat,
947,Thanh Hóa,NGA SƠN,,thanh hoa,nga son,
948,Thanh Hóa,NGỌC LẶC,,thanh hoa,ngoc lac,
949,Thanh Hóa,NHƯ THANH,,thanh hoa,nhu thanh,
950,Thanh Hóa,NHƯ XUÂN,,thanh hoa,nhu xuan,
951,Thanh Hóa,NÔNG CỐNG,,thanh hoa,nong cong,
952,Thanh Hóa,QUAN HÓA,,thanh hoa,quan hoa,
953,Thanh Hóa,QUAN SƠN,,thanh hoa,quan son,
954,Thanh Hóa,QUẢNG XƯƠNG,,thanh hoa,quang xuong,
955,Thanh Hóa,SẦM SƠN,,thanh hoa,sam son,
956,Thanh Hóa,THANH HÓA,,thanh hoa,thanh hoa,
957,Thanh Hóa,THIỆU HÓA,,thanh hoa,thieu hoa,
958,Thanh Hóa,THƯỜNG XUÂN,,thanh hoa,thuong xuan,
959,Thanh Hóa,THẠCH THÀNH,,thanh hoa,thach thanh,
960,Thanh Hóa,THỌ XUÂN,,thanh hoa,tho xuan,
